branch_id_1	branch_id_2	branch_id_3	dist_bl	dist_node_num	branch_num_fg_beak	branch_num_fg_fork	branch_num_fg_pink	branch_num_fg_red	branch_num_fg_stem_beak	branch_num_fg_stem_fork	branch_num_fg_stem_pink	branch_num_fg_stem_red	branch_num_fg_stem_tube	branch_num_fg_stem_yellow	branch_num_fg_tube	branch_num_fg_yellow	branch_num_mg_beak	branch_num_mg_fork	branch_num_mg_pink	branch_num_mg_red	branch_num_mg_tube	branch_num_mg_yellow	is_fg_beak	is_fg_fork	is_fg_pink	is_fg_red	is_fg_tube	is_fg_yellow	is_mf_beak	is_mf_fork	is_mf_pink	is_mf_red	is_mf_tube	is_mf_yellow	is_mg_beak	is_mg_fork	is_mg_pink	is_mg_red	is_mg_tube	is_mg_yellow	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	N_sub_3	S_sub_1	S_sub_2	S_sub_3	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe
3	48	103	0.5618	15	3	0	1	1	0	0	0	1	0	1	2	2	0	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	5.9443	0.0003	34.4163	0.1212	0.0012	0.2086	9.2886	0.0000	511.6715	7.7255	0.0003	98.3366	0.0681	0.0004	0.7262	33.7848	0.0000	1172.7242	1.2996	1.1293	2.8573	0.5615	0.3697	3.4812	3.6372	4.0068	2.2919	24886.7082	0.2767	0.5547	0.2394	19.6171	13.0172	13.1421	32.5679	23.9526	26.0312	1.0204	0.0000	1.0203	0.0069	0.0000	0.0069	1.0134	0.0000	1.0134	3.1988	2.5055	0.6932	1.0504	0.6489	0.4015	2.1484	1.8567	0.2917	0.1321	0.1217	0.0104	0.1021	0.0926	0.0095	0.0300	0.0291	0.0009	2.4613	2.2186	0.2426	1.8706	1.7553	0.1153	0.5907	0.4634	0.1273
3	54	77	0.5086	9	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	1.4181	1.4897	2.4255	0.5505	0.5601	0.0368	1.9303	3.6612	3.0913	1.1706	0.9080	7.0472	0.3206	0.3319	0.0159	3.5031	2.5329	18.2264	0.8254	0.6096	2.9054	0.5824	0.5926	0.4326	1.8148	0.6918	5.8961	0.3467	0.4947	-0.0119	0.4406	19.6171	13.0780	6.1166	32.5679	38.7538	17.1126	0.0598	0.0444	0.0154	0.0120	0.0120	0.0000	0.0478	0.0324	0.0154	2.3299	1.5587	0.7712	1.3195	1.2567	0.0628	1.0103	0.3020	0.7083	0.0511	0.0489	0.0022	0.0375	0.0361	0.0013	0.0137	0.0128	0.0008	2.8226	2.5572	0.2654	2.2659	2.1206	0.1453	0.5567	0.4366	0.1201
3	68	103	0.9141	18	3	0	1	1	0	0	0	1	0	1	2	2	0	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	16.2863	0.6990	2830.9066	1.2881	1.2038	9.6549	26.0080	0.2228	13766.5028	14.5063	0.6779	472.7414	1.0872	1.0647	2.6847	27.3976	0.2947	615.6736	0.8907	0.9699	0.1670	0.8441	0.8844	0.2781	1.0534	1.3228	0.0447	21.0441	0.0188	0.5275	-0.4011	19.6171	30.0600	13.1421	32.5679	42.1644	26.0312	1.0585	0.0480	1.0104	0.0389	0.0375	0.0013	1.0196	0.0105	1.0091	3.2507	3.1906	0.0601	2.3945	2.3420	0.0524	0.8562	0.8486	0.0077	0.0730	0.0708	0.0021	0.0358	0.0353	0.0005	0.0372	0.0356	0.0016	3.6496	3.2896	0.3599	2.8368	2.6481	0.1886	0.8128	0.6415	0.1713
3	77	103	0.5982	19	3	0	1	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	1.3499	1.3250	0.0000	0.1268	0.1277	0.0000	3.3839	2.8967	0.0000	0.7713	0.7945	0.0000	0.0683	0.0702	0.0000	2.4807	2.5696	0.0000	0.5714	0.5997	0.2772	0.5386	0.5498	0.3785	0.7331	0.8871	0.1137	0.0000	0.0444	-0.0161	-0.1253	19.6171	6.1166	13.1421	32.5679	17.1126	26.0312	0.0353	0.0353	0.0000	0.0022	0.0022	0.0000	0.0330	0.0330	0.0000	1.2614	1.2078	0.0536	0.9888	0.9436	0.0452	0.2726	0.2642	0.0084	0.0457	0.0444	0.0013	0.0324	0.0315	0.0009	0.0133	0.0129	0.0005	2.2076	2.0141	0.1935	1.8358	1.7163	0.1195	0.3718	0.2978	0.0740
8	46	124	0.4590	13	2	1	1	1	0	1	0	1	0	1	3	2	0	0	0	0	0	0	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	5.7956	0.1761	27.3017	0.3648	0.2997	0.3760	13.1573	0.0016	219.0791	7.7444	0.1943	92.2155	0.4255	0.2847	1.7121	24.1869	0.0026	539.0575	1.3363	1.1035	3.3777	1.1662	0.9499	4.5542	1.8383	1.6552	2.4606	42.4180	0.3491	0.3637	0.5163	12.1974	11.7104	25.8550	27.1897	34.1868	37.4667	0.6985	0.0161	0.6824	0.0266	0.0160	0.0105	0.6720	0.0001	0.6719	4.4182	3.2751	1.1432	2.8805	2.2053	0.6752	1.5377	1.0697	0.4680	0.0902	0.0828	0.0074	0.0624	0.0563	0.0062	0.0278	0.0265	0.0012	3.3064	2.9680	0.3385	2.4699	2.3217	0.1483	0.8365	0.6463	0.1902
8	68	124	0.8416	18	2	1	1	0	0	1	0	0	0	1	3	2	0	0	0	0	0	0	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	3.8419	0.3321	165.5146	0.4643	0.4698	0.3417	8.3827	0.1243	1194.4154	4.6886	0.4335	72.1459	0.5403	0.5628	0.2262	11.8288	0.2157	248.7364	1.2204	1.3054	0.4359	1.1636	1.1977	0.6620	1.4111	1.7356	0.2082	10.4977	0.0362	0.3493	-0.5377	12.1974	30.0600	25.8550	27.1897	42.1644	37.4667	0.7648	0.0665	0.6983	0.0557	0.0542	0.0016	0.7090	0.0123	0.6967	5.0270	4.8514	0.1756	3.6939	3.5601	0.1338	1.3331	1.2913	0.0418	0.1631	0.1534	0.0097	0.1032	0.0963	0.0069	0.0599	0.0571	0.0028	4.1192	3.7164	0.4028	3.1744	2.9724	0.2021	0.9448	0.7440	0.2007
8	91	124	0.4411	12	2	1	1	0	0	1	0	0	0	0	3	2	0	0	0	0	0	0	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	2.7059	2.6744	0.0000	5.2224	5.2863	0.0000	0.0196	0.0171	0.0000	2.2749	2.4554	0.0000	4.5491	4.8479	0.0000	0.0144	0.0157	0.0000	0.8407	0.9181	0.1223	0.8711	0.9171	0.1719	0.7355	0.9225	0.0742	0.0000	0.0144	-0.0406	-0.2804	12.1974	12.6227	25.8550	27.1897	25.2565	37.4667	0.0889	0.0889	0.0000	0.0886	0.0886	0.0000	0.0003	0.0003	0.0000	2.1955	2.1645	0.0311	1.7652	1.7437	0.0215	0.4303	0.4208	0.0096	0.0391	0.0362	0.0029	0.0195	0.0183	0.0012	0.0196	0.0179	0.0017	2.6115	2.3575	0.2540	2.0264	1.9014	0.1250	0.5851	0.4561	0.1290
37	48	103	0.4754	14	3	0	1	1	1	0	1	1	1	1	3	2	0	0	0	0	0	0	Y	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	0.0043	0.0002	0.0413	0.0006	0.0010	0.0002	0.0037	0.0000	0.0622	0.0035	0.0001	0.0942	0.0002	0.0002	0.0004	0.0076	0.0000	0.1322	0.8245	0.6571	2.2824	0.3716	0.2343	2.4887	2.0314	2.0051	2.1269	28.1105	0.3990	0.0001	0.2566	15.6874	13.0172	13.1421	52.5326	23.9526	26.0312	0.0001	0.0000	0.0001	0.0000	0.0000	0.0000	0.0001	0.0000	0.0001	1.7903	1.2797	0.5106	0.5867	0.3474	0.2392	1.2036	0.9322	0.2714	0.0286	0.0276	0.0010	0.0156	0.0153	0.0003	0.0130	0.0122	0.0007	2.1713	1.9476	0.2237	1.5788	1.4826	0.0961	0.5925	0.4649	0.1276
46	68	124	0.8416	19	2	0	1	1	0	0	0	1	0	2	3	2	0	0	0	0	0	0	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	13.1990	7.4258	84.5735	0.6229	0.6913	0.0106	21.5898	10.7383	285.2848	13.1427	7.2231	101.3844	0.4914	0.5278	0.0122	35.4405	18.7603	356.8346	0.9957	0.9727	1.1988	0.7889	0.7635	1.1454	1.6415	1.7471	1.2508	0.9416	0.1398	0.0576	-0.0799	11.7104	30.0600	25.8550	34.1868	42.1644	37.4667	2.0097	1.0351	0.9746	0.0479	0.0479	0.0001	1.9617	0.9872	0.9745	4.1590	3.6487	0.5102	2.4957	2.2549	0.2408	1.6633	1.3938	0.2695	0.1529	0.1433	0.0096	0.0976	0.0907	0.0069	0.0554	0.0526	0.0027	4.1768	3.7511	0.4256	3.1635	2.9533	0.2102	1.0133	0.7978	0.2154
46	91	124	0.4590	13	2	0	1	1	0	0	0	1	0	1	3	2	0	0	0	0	0	0	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	2.0002	1.9561	0.0000	6.1219	6.3730	0.0000	0.0066	0.0056	0.0000	2.8235	3.0427	0.0000	5.9154	6.4449	0.0000	0.0173	0.0185	0.0000	1.4116	1.5555	0.1764	0.9663	1.0113	0.3229	2.6197	3.3022	0.0527	0.0000	0.0132	-0.0398	-0.4870	11.7104	12.6227	25.8550	34.1868	25.2565	37.4667	0.0873	0.0873	0.0000	0.0870	0.0870	0.0000	0.0003	0.0003	0.0000	3.7798	3.7306	0.0493	1.8906	1.8492	0.0413	1.8893	1.8813	0.0080	0.0309	0.0287	0.0022	0.0147	0.0135	0.0012	0.0162	0.0152	0.0010	2.6777	2.3983	0.2794	1.9565	1.8286	0.1279	0.7212	0.5697	0.1515
