branch_id_1	branch_id_2	branch_id_3	dist_bl	dist_node_num	branch_num_fg_beak	branch_num_fg_fork	branch_num_fg_pink	branch_num_fg_red	branch_num_fg_stem_beak	branch_num_fg_stem_fork	branch_num_fg_stem_pink	branch_num_fg_stem_red	branch_num_fg_stem_tube	branch_num_fg_stem_yellow	branch_num_fg_tube	branch_num_fg_yellow	branch_num_mg_beak	branch_num_mg_fork	branch_num_mg_pink	branch_num_mg_red	branch_num_mg_tube	branch_num_mg_yellow	is_fg_beak	is_fg_fork	is_fg_pink	is_fg_red	is_fg_tube	is_fg_yellow	is_mf_beak	is_mf_fork	is_mf_pink	is_mf_red	is_mf_tube	is_mf_yellow	is_mg_beak	is_mg_fork	is_mg_pink	is_mg_red	is_mg_tube	is_mg_yellow	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	N_sub_3	S_sub_1	S_sub_2	S_sub_3	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe
66	73	100	0.1430	7	3	0	1	0	0	0	0	0	1	1	2	2	0	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	11.7755	90.7064	0.0000	17.1244	17.5670	0.0000	10.7928	468848.1212	0.0000	6.5378	6.6832	0.0000	3.2512	3.2711	0.0000	7.6660	7.8799	0.0000	0.5552	0.0737	1.9346	0.1899	0.1862	0.4157	0.7103	0.0000	1.9629	0.0000	9.1657	-0.4398	0.0291	20.8058	20.6612	24.9089	32.6616	20.1189	23.9936	0.8797	0.8797	0.0000	0.1118	0.1118	0.0000	0.7679	0.7679	0.0000	0.0578	0.0057	0.0521	0.0059	0.0057	0.0002	0.0519	0.0000	0.0519	0.1346	0.1316	0.0029	0.0344	0.0342	0.0002	0.1002	0.0975	0.0027	0.1041	0.0771	0.0269	0.0310	0.0305	0.0005	0.0731	0.0466	0.0264
66	88	100	0.1202	7	3	0	0	0	0	0	0	0	2	1	3	2	0	0	0	0	0	0	Y	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	10.0657	0.2953	289.3667	0.7055	0.9256	0.0000	12.0442	0.1263	452.3421	25.6440	0.6461	1081.5720	1.5927	1.6182	0.0000	33.1482	0.3398	1289.9414	2.5477	2.1877	3.7377	2.2576	1.7482	49.0696	2.7522	2.6890	2.8517	39.6314	0.5168	0.4859	-0.0074	20.8058	5.6670	24.9089	32.6616	7.0857	23.9936	1.0221	0.0252	0.9969	0.0151	0.0151	0.0000	1.0070	0.0101	0.9969	0.1300	0.0857	0.0443	0.0477	0.0365	0.0112	0.0824	0.0492	0.0332	0.0399	0.0389	0.0009	0.0095	0.0093	0.0001	0.0304	0.0296	0.0008	0.0510	0.0392	0.0119	0.0211	0.0209	0.0002	0.0299	0.0183	0.0116
66	100	103	0.2177	7	3	0	1	0	1	0	1	0	1	1	2	2	0	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	52.7187	41.2528	0.0000	12.7516	12.3073	0.0000	1507.2912	1356.9398	0.0000	3.6065	3.6850	0.0000	2.3525	2.3648	0.0000	3.9263	4.0287	0.0000	0.0684	0.0893	0.0018	0.1845	0.1921	0.0001	0.0026	0.0030	0.0019	0.0000	0.0064	-0.4418	-0.0059	20.8058	24.9089	44.5852	32.6616	23.9936	41.9283	0.8837	0.8837	0.0000	0.1171	0.1171	0.0000	0.7665	0.7665	0.0000	0.0151	0.0150	0.0001	0.0147	0.0147	0.0000	0.0004	0.0003	0.0001	0.2450	0.2398	0.0052	0.0498	0.0495	0.0003	0.1952	0.1903	0.0050	0.2204	0.1677	0.0527	0.0797	0.0766	0.0032	0.1406	0.0911	0.0495
66	100	128	0.3491	9	3	0	1	0	0	0	0	0	2	1	3	2	0	0	0	0	0	0	Y	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	0.1430	0.2773	0.0019	0.9490	10.8831	0.0073	0.0180	0.0226	0.0000	0.0986	0.1006	0.0034	0.3943	0.3960	0.0625	0.0161	0.0165	0.0000	0.6895	0.3628	1.8011	0.4155	0.0364	8.5045	0.8951	0.7305	1.1827	0.0007	1.4590	-0.0139	0.0436	20.8058	24.9089	53.3979	32.6616	23.9936	96.7965	0.0277	0.0277	0.0000	0.0242	0.0242	0.0000	0.0035	0.0035	0.0000	0.2224	0.0905	0.1320	0.0574	0.0048	0.0526	0.1650	0.0857	0.0793	0.2814	0.2756	0.0058	0.0614	0.0611	0.0003	0.2200	0.2145	0.0055	0.3226	0.2493	0.0733	0.1383	0.1321	0.0062	0.1843	0.1172	0.0671
69	73	100	0.1048	6	3	0	1	0	0	0	0	0	2	1	2	1	0	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	155.8621	42.8053	23012.5953	9.4997	9.5054	440.4971	2678.2377	3292531.9076	24416.1469	12.7157	4.3661	326.8903	1.4564	1.4630	0.2007	18.0735	5.7911	349.7656	0.0816	0.1020	0.0142	0.1533	0.1539	0.0005	0.0067	0.0000	0.0143	1.9898	0.0422	0.2460	-0.0026	15.0227	20.6612	24.9089	7.5033	20.1189	23.9936	1.4860	0.4970	0.9890	0.0549	0.0548	0.0000	1.4311	0.4422	0.9889	0.0073	0.0070	0.0003	0.0070	0.0070	0.0000	0.0003	0.0000	0.0003	0.1169	0.1138	0.0030	0.0377	0.0375	0.0002	0.0792	0.0764	0.0028	0.0898	0.0689	0.0209	0.0459	0.0457	0.0002	0.0440	0.0233	0.0207
69	88	100	0.0493	6	3	0	0	0	0	0	0	0	3	1	3	1	0	0	0	0	0	0	Y	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	0.5841	0.4560	5.4403	0.9198	0.9273	0.0322	30.5702	11096.2850	6.1027	0.5494	0.5631	0.0543	1.2366	1.2489	0.0001	0.2426	0.2491	0.0612	0.9405	1.2347	0.0100	1.3445	1.3468	0.0018	0.0079	0.0000	0.0100	0.0027	0.0026	-0.0095	-0.0557	15.0227	5.6670	24.9089	7.5033	7.0857	23.9936	0.0191	0.0191	0.0001	0.0133	0.0133	0.0000	0.0058	0.0058	0.0001	0.1411	0.1407	0.0004	0.1407	0.1407	0.0000	0.0004	0.0000	0.0004	0.0349	0.0339	0.0009	0.0108	0.0107	0.0001	0.0241	0.0233	0.0008	0.1500	0.1139	0.0360	0.1046	0.1045	0.0002	0.0453	0.0095	0.0359
69	100	103	0.1815	4	3	0	1	0	1	0	1	0	2	1	2	1	0	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	54.4447	44.4647	0.2437	50.7435	50.3891	0.0000	1224.3139	1923465.9414	0.2702	4.4270	4.5535	0.0012	7.4943	7.5797	0.0000	2.8579	2.9652	0.0014	0.0813	0.1024	0.0049	0.1477	0.1504	0.0002	0.0023	0.0000	0.0052	0.0000	0.0133	-0.5417	-0.0057	15.0227	24.9089	44.5852	7.5033	23.9936	41.9283	1.0835	1.0835	0.0000	0.6208	0.6208	0.0000	0.4627	0.4627	0.0000	0.0149	0.0147	0.0002	0.0147	0.0147	0.0000	0.0002	0.0000	0.0002	0.2448	0.2380	0.0068	0.0828	0.0819	0.0009	0.1619	0.1561	0.0059	0.1832	0.1435	0.0396	0.0995	0.0977	0.0018	0.0837	0.0458	0.0378
69	100	128	0.3128	6	3	0	1	0	0	0	0	0	3	1	3	1	0	0	0	0	0	0	Y	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	0.0067	0.0052	0.0692	0.0023	0.0023	0.0458	0.0199	0.7885	0.0695	0.0017	0.0014	0.0143	0.0008	0.0008	0.0003	0.0021	0.0016	0.0152	0.2553	0.2685	0.2069	0.3659	0.3737	0.0057	0.1056	0.0021	0.2190	0.2600	0.2111	-0.0001	-0.0150	15.0227	24.9089	53.3979	7.5033	23.9936	96.7965	0.0004	0.0003	0.0001	0.0001	0.0001	0.0000	0.0004	0.0003	0.0001	0.0672	0.0555	0.0117	0.0554	0.0554	0.0000	0.0118	0.0001	0.0117	0.2520	0.2458	0.0062	0.0770	0.0766	0.0004	0.1751	0.1692	0.0059	0.2633	0.2067	0.0566	0.1514	0.1482	0.0032	0.1119	0.0585	0.0534
73	88	100	0.1048	6	3	0	1	0	0	0	0	0	2	1	2	1	0	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	41.2824	13.9969	550.6427	17.4065	17.3463	1.7038	64.0835	6992.4328	559.4295	6.5529	1.5347	179.7879	3.1172	3.1231	0.0690	8.9954	0.3522	184.9877	0.1587	0.1096	0.3265	0.1791	0.1800	0.0405	0.1404	0.0001	0.3307	3.3936	0.8713	0.1028	0.0005	20.6612	5.6670	24.9089	20.1189	7.0857	23.9936	0.3774	0.0859	0.2915	0.0746	0.0746	0.0000	0.3028	0.0113	0.2915	0.0076	0.0040	0.0035	0.0041	0.0040	0.0000	0.0035	0.0000	0.0035	0.0576	0.0560	0.0016	0.0239	0.0239	0.0000	0.0337	0.0321	0.0016	0.0477	0.0369	0.0108	0.0226	0.0225	0.0002	0.0251	0.0144	0.0107
88	100	103	0.1815	7	3	0	1	0	1	0	1	0	2	1	2	1	0	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	26.6322	33.4432	9.3392	88.7923	87.1990	116.9163	4.5633	7240.1071	9.2298	1.5107	1.5229	0.9429	5.7847	5.8117	0.0100	0.2104	0.1895	0.9937	0.0567	0.0455	0.1010	0.0651	0.0666	0.0001	0.0461	0.0000	0.1077	0.0133	0.5607	-0.0585	-0.0002	5.6670	24.9089	44.5852	7.0857	23.9936	41.9283	0.1203	0.1187	0.0016	0.1074	0.1074	0.0000	0.0128	0.0113	0.0016	0.0060	0.0038	0.0021	0.0038	0.0038	0.0000	0.0021	0.0000	0.0021	0.0796	0.0779	0.0017	0.0186	0.0185	0.0001	0.0610	0.0594	0.0016	0.1050	0.0838	0.0212	0.0586	0.0573	0.0013	0.0464	0.0266	0.0199
