branch_id_1	branch_id_2	branch_id_3	dist_bl	dist_node_num	branch_num_fg_beak	branch_num_fg_fork	branch_num_fg_pink	branch_num_fg_red	branch_num_fg_stem_beak	branch_num_fg_stem_fork	branch_num_fg_stem_pink	branch_num_fg_stem_red	branch_num_fg_stem_tube	branch_num_fg_stem_yellow	branch_num_fg_tube	branch_num_fg_yellow	branch_num_mg_beak	branch_num_mg_fork	branch_num_mg_pink	branch_num_mg_red	branch_num_mg_tube	branch_num_mg_yellow	is_fg_beak	is_fg_fork	is_fg_pink	is_fg_red	is_fg_tube	is_fg_yellow	is_mf_beak	is_mf_fork	is_mf_pink	is_mf_red	is_mf_tube	is_mf_yellow	is_mg_beak	is_mg_fork	is_mg_pink	is_mg_red	is_mg_tube	is_mg_yellow	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	N_sub_3	S_sub_1	S_sub_2	S_sub_3	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe
5	10	36	0.2226	12	3	0	1	0	0	0	1	0	1	1	2	2	0	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	332.1284	291.7018	888.9728	386.4167	382.2899	0.0000	264.2164	inf	982.7971	2.3086	2.3170	2.0335	8.0584	8.1238	0.0000	0.1452	0.0646	2.1963	0.0070	0.0079	0.0023	0.0209	0.0213	0.0035	0.0005	0.0000	0.0022	0.0268	0.0613	-0.4664	0.0000	45.5746	34.3940	24.6826	11.1170	19.9866	22.1804	1.0427	1.0154	0.0272	0.9950	0.9950	0.0000	0.0476	0.0204	0.0272	0.0007	0.0006	0.0000	0.0006	0.0006	0.0000	0.0000	0.0000	0.0000	0.4516	0.4382	0.0134	0.1235	0.1225	0.0010	0.3282	0.3158	0.0124	0.0966	0.0796	0.0169	0.0304	0.0298	0.0007	0.0661	0.0499	0.0163
5	10	37	0.2152	11	3	0	1	0	0	0	1	0	1	1	2	2	0	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	25493.3245	6804.9341	2987685.0575	71.0845	67.1931	9816.9335	664476.2238	inf	3222196.5757	10.0566	3.1574	221.7668	0.0659	0.0629	0.4197	14.7489	4.6628	241.8593	0.0004	0.0005	0.0001	0.0009	0.0009	0.0000	0.0000	0.0000	0.0001	2.2889	0.0347	0.3119	0.0000	45.5746	34.3940	6.3215	11.1170	19.9866	4.4091	1.4014	0.4261	0.9753	0.0029	0.0028	0.0002	1.3984	0.4233	0.9751	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1393	0.1349	0.0044	0.0445	0.0442	0.0004	0.0948	0.0908	0.0040	0.0343	0.0282	0.0061	0.0141	0.0139	0.0002	0.0202	0.0142	0.0060
5	10	53	0.2152	11	3	0	1	0	0	0	1	0	1	1	2	2	0	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	6965.2268	5921.0015	0.0000	8772.8383	8687.4905	0.0000	0.0000	0.0000	0.0000	1.0114	1.0440	0.0000	3.8927	3.9266	0.0000	0.0000	0.0000	0.0000	0.0001	0.0002	0.0000	0.0004	0.0005	0.0000	0.0000	0.0000	0.0000	0.0000	0.0007	-0.1707	-0.0000	45.5746	34.3940	19.2866	11.1170	19.9866	11.9587	0.3605	0.3605	0.0000	0.3605	0.3605	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3565	0.3453	0.0111	0.0926	0.0918	0.0008	0.2639	0.2535	0.0103	0.0710	0.0584	0.0126	0.0232	0.0228	0.0004	0.0478	0.0356	0.0121
5	10	65	0.1927	8	3	0	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	3624.2467	400.0486	4293750.7008	331.9161	326.6509	1406.3414	765844.9334	inf	4649138.9191	1.5891	0.2137	44.9690	0.5694	0.5735	0.0272	1.8495	0.1190	47.3194	0.0004	0.0005	0.0000	0.0017	0.0018	0.0000	0.0000	0.0000	0.0000	6.6731	0.0044	0.4533	-0.0000	45.5746	34.3940	41.2510	11.1170	19.9866	24.4189	1.1440	0.1491	0.9949	0.0834	0.0834	0.0000	1.0606	0.0657	0.9949	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.7199	0.6978	0.0221	0.1465	0.1454	0.0011	0.5734	0.5524	0.0210	0.1331	0.1088	0.0243	0.0339	0.0331	0.0008	0.0992	0.0757	0.0235
5	10	68	0.2297	12	3	0	1	0	0	0	1	0	2	2	2	2	0	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	480.9133	102.3979	686303.4374	10.2494	2.7574	20765.1441	215029.5759	inf	1026733.3292	0.0401	0.0102	1.0016	0.0026	0.0007	0.2373	0.0530	0.0136	1.0577	0.0001	0.0001	0.0000	0.0003	0.0003	0.0000	0.0000	0.0000	0.0000	3.0391	0.0030	0.0051	-0.0000	45.5746	34.3940	24.1199	11.1170	19.9866	16.6927	0.0184	0.0046	0.0138	0.0003	0.0001	0.0002	0.0181	0.0045	0.0136	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4589	0.4451	0.0138	0.1173	0.1164	0.0009	0.3416	0.3287	0.0129	0.0803	0.0668	0.0135	0.0261	0.0255	0.0006	0.0542	0.0413	0.0130
5	10	76	0.2351	12	3	0	1	0	0	0	1	0	2	2	2	2	0	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	3420.9027	2.0209	7857906.1292	2.8347	2.7133	396.1799	1591159.3294	0.0000	10706285.2412	2.2388	0.0016	75.4805	0.0056	0.0055	0.0247	3.1447	0.0000	80.8075	0.0007	0.0008	0.0000	0.0020	0.0020	0.0001	0.0000	0.0000	0.0000	1429.9512	0.0027	0.5229	-0.0000	45.5746	34.3940	23.2798	11.1170	19.9866	13.1299	0.9943	0.0007	0.9936	0.0007	0.0007	0.0000	0.9936	0.0000	0.9936	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4441	0.4310	0.0132	0.1282	0.1273	0.0009	0.3160	0.3037	0.0123	0.0751	0.0615	0.0137	0.0249	0.0244	0.0005	0.0502	0.0371	0.0131
5	34	36	0.1079	6	3	0	1	1	0	0	1	0	1	0	3	2	0	0	0	0	0	0	Y	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	63.0437	15.2481	inf	19.2208	19.3464	inf	inf	inf	inf	4.9837	1.4490	117.6834	3.7679	3.8239	0.0541	5.7023	0.0092	143.7741	0.0791	0.0950	0.0000	0.1960	0.1977	0.0000	0.0000	0.0000	0.0000	2.5472	0.0000	0.3120	-0.0001	45.5746	12.1993	24.6826	11.1170	2.9040	22.1804	1.2750	0.3594	0.9156	0.3581	0.3580	0.0001	0.9169	0.0014	0.9155	0.0041	0.0041	0.0000	0.0041	0.0041	0.0000	0.0000	0.0000	0.0000	0.2558	0.2481	0.0078	0.0950	0.0936	0.0014	0.1608	0.1544	0.0064	0.0517	0.0430	0.0087	0.0209	0.0207	0.0002	0.0309	0.0223	0.0085
5	36	53	0.0946	5	3	0	1	0	0	0	1	0	1	0	3	2	0	0	0	0	0	0	Y	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	15.2998	6.9039	361825327.5956	3.0590	3.0907	inf	76276364.2189	inf	397016719.2908	6.2589	3.6274	79.6358	2.4302	2.4592	0.0087	7.6628	4.0696	87.7047	0.4091	0.5254	0.0000	0.7944	0.7957	0.0000	0.0000	0.0000	0.0000	0.7874	0.0000	-0.0680	-0.0012	45.5746	24.6826	19.2866	11.1170	22.1804	11.9587	2.0676	1.1568	0.9108	0.2154	0.2154	0.0000	1.8523	0.9414	0.9108	0.0641	0.0641	0.0000	0.0641	0.0641	0.0000	0.0000	0.0000	0.0000	0.3304	0.3189	0.0114	0.0886	0.0876	0.0011	0.2417	0.2313	0.0104	0.1567	0.1220	0.0347	0.0807	0.0806	0.0001	0.0760	0.0414	0.0346
5	36	65	0.1340	7	3	0	1	0	1	0	1	0	1	0	2	1	0	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	43.1667	37.1692	0.0000	25.3998	25.2563	0.0000	610.4611	inf	0.0000	2.9107	2.9967	0.0000	5.1178	5.1543	0.0000	2.2550	2.3371	0.0000	0.0674	0.0806	0.0131	0.2015	0.2041	0.0130	0.0037	0.0000	0.0131	0.0000	0.0395	-0.7905	0.0002	45.5746	24.6826	41.2510	11.1170	22.1804	24.4189	1.6698	1.6698	0.0000	0.6724	0.6724	0.0000	0.9974	0.9974	0.0000	0.0091	0.0088	0.0003	0.0088	0.0088	0.0000	0.0003	0.0000	0.0003	0.5737	0.5572	0.0165	0.1314	0.1305	0.0009	0.4423	0.4267	0.0155	0.1351	0.1087	0.0264	0.0435	0.0429	0.0006	0.0915	0.0657	0.0258
5	36	68	0.1017	7	3	0	1	0	0	0	1	0	2	1	3	2	0	0	0	0	0	0	Y	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	5257.7548	2012.1465	275165.8901	984.0622	978.3284	4187.6863	70069.0375	inf	282155.6854	4.8105	2.1511	79.0824	3.7847	3.8047	0.1840	5.1023	1.6623	81.9705	0.0009	0.0011	0.0003	0.0038	0.0039	0.0000	0.0001	0.0000	0.0003	1.3163	0.0660	0.1625	0.0000	45.5746	24.6826	24.1199	11.1170	22.1804	16.6927	1.7129	0.7395	0.9734	0.2985	0.2984	0.0001	1.4144	0.4411	0.9733	0.0001	0.0001	0.0000	0.0001	0.0001	0.0000	0.0000	0.0000	0.0000	0.3561	0.3438	0.0123	0.0789	0.0784	0.0004	0.2772	0.2653	0.0119	0.0830	0.0667	0.0164	0.0185	0.0183	0.0002	0.0645	0.0483	0.0162
