branch_id_1	branch_id_2	branch_id_3	dist_bl	dist_node_num	branch_num_fg_beak	branch_num_fg_fork	branch_num_fg_pink	branch_num_fg_red	branch_num_fg_stem_beak	branch_num_fg_stem_fork	branch_num_fg_stem_pink	branch_num_fg_stem_red	branch_num_fg_stem_tube	branch_num_fg_stem_yellow	branch_num_fg_tube	branch_num_fg_yellow	branch_num_mg_beak	branch_num_mg_fork	branch_num_mg_pink	branch_num_mg_red	branch_num_mg_tube	branch_num_mg_yellow	is_fg_beak	is_fg_fork	is_fg_pink	is_fg_red	is_fg_tube	is_fg_yellow	is_mf_beak	is_mf_fork	is_mf_pink	is_mf_red	is_mf_tube	is_mf_yellow	is_mg_beak	is_mg_fork	is_mg_pink	is_mg_red	is_mg_tube	is_mg_yellow	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	N_sub_3	S_sub_1	S_sub_2	S_sub_3	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe
2	8	35	0.1598	17	2	1	1	0	0	1	0	0	0	0	3	2	0	0	0	0	0	0	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	931959.2702	76358.9998	23322113.1711	101496.0347	122261.9921	217.0252	2648509.9770	19439.7227	42400354.7697	33.7980	2.3769	1425.1168	8.2804	8.3021	0.1075	42.9019	0.2056	1471.4380	0.0000	0.0000	0.0001	0.0001	0.0001	0.0005	0.0000	0.0000	0.0000	13.5403	0.4060	-0.0333	-0.0000	15.3748	23.2757	6.7420	17.5039	14.7677	8.5786	1.3740	0.0945	1.2795	0.0885	0.0885	0.0000	1.2855	0.0060	1.2795	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0407	0.0398	0.0009	0.0107	0.0107	0.0000	0.0300	0.0291	0.0009	0.0232	0.0192	0.0040	0.0071	0.0069	0.0002	0.0161	0.0123	0.0038
2	19	96	0.1835	15	2	1	0	1	0	1	0	1	0	1	2	3	0	0	0	0	0	0	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	0.0358	0.0281	901.6603	0.0361	0.0353	3.6195	0.4129	0.0000	8290.5495	0.0058	0.0055	0.0231	0.0167	0.0168	0.0015	0.0007	0.0000	0.0245	0.1633	0.1954	0.0000	0.4633	0.4757	0.0004	0.0017	0.0022	0.0000	0.0872	0.0000	-0.0004	-0.0082	15.3748	9.9482	29.8592	17.5039	12.6996	30.1807	0.0005	0.0005	0.0000	0.0005	0.0005	0.0000	0.0000	0.0000	0.0000	0.0090	0.0090	0.0000	0.0090	0.0090	0.0000	0.0001	0.0001	0.0000	0.0856	0.0838	0.0017	0.0275	0.0274	0.0001	0.0581	0.0564	0.0016	0.0553	0.0462	0.0091	0.0194	0.0189	0.0005	0.0359	0.0274	0.0086
2	33	96	0.1835	15	2	1	1	1	0	1	1	0	0	1	2	3	0	0	0	0	0	0	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	0.0650	0.0553	0.0000	0.1541	0.1503	0.0000	0.0000	0.0000	0.0000	0.0231	0.0237	0.0000	0.1555	0.1566	0.0000	0.0000	0.0000	0.0000	0.3552	0.4279	0.0000	1.0090	1.0419	0.0000	0.0029	0.0038	0.0000	0.0000	0.0000	-0.0007	-0.0102	15.3748	5.1262	29.8592	17.5039	9.2333	30.1807	0.0007	0.0007	0.0000	0.0007	0.0007	0.0000	0.0000	0.0000	0.0000	0.0113	0.0113	0.0000	0.0113	0.0113	0.0000	0.0001	0.0001	0.0000	0.0311	0.0303	0.0008	0.0046	0.0046	0.0000	0.0265	0.0257	0.0007	0.0319	0.0265	0.0054	0.0112	0.0108	0.0004	0.0207	0.0157	0.0051
2	34	96	0.1936	15	2	1	1	0	0	1	1	0	0	1	2	3	0	0	0	0	0	0	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	2.0991	0.7226	11165043.6257	1.0956	1.0601	78841.6510	2639666.8807	0.0000	23126855.6826	10.2657	4.2824	279.0467	16.9084	16.9052	17.6268	8.0643	0.0000	293.1643	4.8905	5.9267	0.0000	15.4325	15.9463	0.0002	0.0000	0.0000	0.0000	1.4506	0.0000	-0.5246	-0.5029	15.3748	19.7618	29.8592	17.5039	36.5198	30.1807	1.4431	0.5889	0.8542	0.5916	0.5889	0.0028	0.8514	0.0000	0.8514	0.5574	0.5574	0.0000	0.5574	0.5574	0.0000	0.0000	0.0000	0.0000	0.1406	0.1375	0.0031	0.0350	0.0348	0.0002	0.1056	0.1027	0.0029	0.1140	0.0940	0.0199	0.0361	0.0350	0.0012	0.0779	0.0591	0.0188
2	35	57	0.0967	10	3	1	1	0	0	1	1	0	0	0	2	2	0	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	34.6303	0.0433	3367649.4321	0.0266	0.0260	0.0202	808220.7648	5081.6623	7135739.0476	65.4687	0.0987	2473.4553	0.1716	0.1722	0.0002	76.8160	0.0856	2524.2657	1.8905	2.2807	0.0007	6.4589	6.6164	0.0097	0.0001	0.0000	0.0004	680.0350	0.0001	0.0483	-0.0242	15.3748	6.7420	10.9950	17.5039	8.5786	10.0800	1.1211	0.0016	1.1195	0.0004	0.0004	0.0000	1.1207	0.0012	1.1195	0.0268	0.0268	0.0000	0.0268	0.0268	0.0000	0.0000	0.0000	0.0000	0.0171	0.0167	0.0005	0.0025	0.0025	0.0000	0.0146	0.0141	0.0004	0.0142	0.0117	0.0024	0.0041	0.0040	0.0001	0.0100	0.0077	0.0023
2	96	98	0.1835	17	1	1	0	0	0	1	0	0	0	1	1	3	0	0	0	0	0	0	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	50.9880	0.0002	inf	129.8161	0.0007	inf	0.0000	0.0000	inf	21.2404	0.0001	858.7502	164.4734	0.0009	26968.5251	0.0000	0.0000	0.0000	0.4166	0.5055	0.0000	1.2670	1.3133	0.0000	0.0092	0.0122	0.0000	189455.9534	0.0000	0.0445	-0.0108	15.3748	29.8592	8.0123	17.5039	30.1807	6.0395	0.9996	0.0000	0.9996	0.9996	0.0000	0.9996	0.0000	0.0000	0.0000	0.0119	0.0119	0.0000	0.0118	0.0118	0.0000	0.0002	0.0002	0.0000	0.0471	0.0459	0.0012	0.0061	0.0060	0.0000	0.0410	0.0399	0.0011	0.0286	0.0236	0.0050	0.0093	0.0089	0.0003	0.0194	0.0147	0.0047
7	35	81	0.0656	7	3	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	65.7008	45.5891	1779.2998	0.0793	0.0729	179.3697	669.8844	1946.4301	1694.0210	5.7337	4.4600	49.9896	0.0144	0.0135	0.2565	6.4624	5.0426	50.7134	0.0873	0.0978	0.0281	0.1817	0.1857	0.0014	0.0096	0.0026	0.0299	0.3226	0.0513	-0.0594	-0.0013	6.2088	6.7420	24.3265	7.7281	8.5786	16.7437	0.0835	0.0631	0.0204	0.0000	0.0000	0.0000	0.0835	0.0631	0.0204	0.0015	0.0015	0.0001	0.0015	0.0015	0.0000	0.0001	0.0000	0.0001	0.0146	0.0142	0.0004	0.0016	0.0016	0.0000	0.0129	0.0125	0.0004	0.0177	0.0150	0.0027	0.0080	0.0078	0.0002	0.0097	0.0072	0.0025
12	19	33	0.1564	14	2	0	1	2	0	0	1	1	0	1	2	3	0	0	0	0	0	0	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	2.8414	0.0000	15.1794	0.0000	0.0000	0.0000	1.8721	0.0000	14.4452	218.9342	0.0000	9130.3352	0.0000	0.0000	0.0000	280.0167	0.0000	9387.6665	77.0507	0.0003	601.4971	0.0307	0.0005	1.5342	149.5773	0.0000	649.8816	inf	334969.9112	0.0862	0.0974	10.2575	9.9482	5.1262	12.8368	12.6996	9.2333	1.9337	0.0000	1.9337	0.0000	0.0000	0.0000	1.9337	0.0000	1.9337	0.9958	0.0000	0.9958	0.0002	0.0000	0.0002	0.9956	0.0000	0.9956	0.0088	0.0086	0.0002	0.0019	0.0019	0.0000	0.0069	0.0067	0.0002	0.0129	0.0113	0.0017	0.0063	0.0061	0.0001	0.0067	0.0051	0.0015
12	33	96	0.1600	14	1	0	1	1	0	0	1	0	0	2	1	3	0	0	0	0	0	0	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	1.9956	0.2862	13.5002	0.8588	0.8685	0.0000	1.5378	0.0000	12.9733	95.7769	0.1341	3718.5144	1.0505	1.0567	0.0000	109.2258	0.0000	3827.3669	47.9936	0.4684	275.4411	1.2233	1.2167	1.4057	71.0266	0.0000	295.0197	732.3197	122.8675	0.0849	0.0902	10.2575	5.1262	29.8592	12.8368	9.2333	30.1807	1.9642	0.0027	1.9615	0.0027	0.0027	0.0000	1.9615	0.0000	1.9615	1.0053	0.0081	0.9972	0.0085	0.0081	0.0003	0.9969	0.0000	0.9969	0.0205	0.0200	0.0005	0.0025	0.0025	0.0000	0.0180	0.0174	0.0005	0.0209	0.0173	0.0036	0.0069	0.0067	0.0002	0.0140	0.0107	0.0034
19	33	96	0.1652	11	2	0	1	2	0	0	1	1	0	1	2	3	0	0	0	0	0	0	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	4.2357	0.7299	24.0778	1.5732	1.7077	0.0000	2.7369	0.0000	22.8475	120.2333	0.0961	5240.4172	0.3899	0.3913	0.0000	158.2340	0.0000	5450.2911	28.3856	0.1316	217.6451	0.2478	0.2291	1.0643	57.8151	0.0000	238.5508	1279.9928	246.8719	0.1283	0.0937	9.9482	5.1262	29.8592	12.6996	9.2333	30.1807	2.9293	0.0023	2.9270	0.0023	0.0023	0.0000	2.9270	0.0000	2.9270	0.9993	0.0040	0.9953	0.0045	0.0040	0.0004	0.9949	0.0000	0.9949	0.0244	0.0238	0.0006	0.0059	0.0058	0.0000	0.0185	0.0180	0.0005	0.0352	0.0306	0.0046	0.0180	0.0176	0.0004	0.0172	0.0130	0.0042
